agcy_name,org_name,org_name_level,id_number,location,title,name_of_incumbent,type_of_appt,type_of_appt_full,pay_plan,pay_plan_full,level_grade_or_pay,tenure,expires
DEPARTMENT OF VETERANS AFFAIRS,,,15677,"Bay Pines, FL","Deputy Executive Director, Veterans Integrated Systems Network (Visn 8)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15678,"Nashville, TN","Executive Director, Veterans Integrated Service Network (Visn 9)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15679,"Cincinnati, OH","Executive Director, Veterans Integrated Systems Network (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15680,"Hines, IL","Executive Director, Veterans Integrated Service Network (Visn 12)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15681,"Jackson, MS","Executive Director, Veterans Integrated Service Network (Visn 16)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15682,"Dallas, TX","Executive Director, Veterans Integrated Service Network (Visn 17)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15683,"Denver, CO","Executive Director, Veterans Integrated Service Network, Visn 19",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15684,"Portland, OR","Executive Director, Veterans Integrated Service Network (Visn 20)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15685,"San Francisco, CA","Executive Director, Veterans Integrated Service Network (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15686,"Long Beach, CA","Executive Director, Veterans Integrated Service Network (Visn 22)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15687,"Minneapolis, MN","Executive Director, Veterans Integrated Systems Network (Visn 23)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,MEDICAL CENTER DIRECTORS,3,15688,"West Haven, CT","Executive Director, Medical Center (Visn 1)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15689,"White River Junction, VT","Executive Director, Medical Center (Visn 1)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15690,"Boston, MA","Executive Director, Medical Center (Visn I)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15691,"Manchester, NH","Executive Director, Medical Center (Visn 1)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15692,"Providence, RI","Executive Director, Medical Center (Visn 1)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15693,"Northampton, MA","Executive Director, Medical Center (Visn 1)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15694,"Togus, ME","Executive Director, Medical Center (Visn 1)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15695,"Canandaigua, NY","Executive Director, Medical Center (Visn 2)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15696,"Bronx, NY","Executive Director, Medical Center (Visn 2)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15697,"Buffalo, NY","Executive Director, Medical Center (Visn 2)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15698,"Syracuse, NY","Executive Director, Medical Center (Visn 2)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15699,"East Orange, NJ","Executive Director, Medical Center (Visn 2)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15700,"Albany, NY","Executive Director, Medical Center (Visn 2)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15701,"Montrose, NY","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15702,"Erie, PA","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15703,"Pittsburgh, PA","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15704,"Philadelphia, PA","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15705,"Coatesville, PA","Executive Director, Medical Center (Visn 4)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15706,"Lebanon, PA","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15707,"Butler, PA","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15708,"New York New York, NY","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15709,"Wilkes Barre, PA","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15710,"Wilmington, DE","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15711,"Altoona, PA","Executive Director, Medical Center (Visn 4)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15712,"Washington, DC","Executive Director, Medical Center (Visn 5)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15713,"Beckley, WV","Executive Director, Medical Center (Visn 5)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15714,"Martinsburg, WV","Executive Director, Medical Center (Visn 5)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15715,"Huntington, WV","Executive Director, Medical Center (Visn 5)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15716,"Asheville, NC","Executive Director, Medical Center (Visn 6)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15717,"Hampton, VA","Executive Director, Medical Center (Visn 6",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15718,"Fayetteville, NC","Executive Director, Medical Center (Visn 6)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15719,"Richmond, VA","Executive Director, Medical Center (Visn 6)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15720,"Salisbury, NC","Executive Director, Medical Center (Visn 6)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15721,"Salem, VA","Executive Director, Medical Center (Visn 6)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15722,"Durham, NC","Executive Director, Medical Center (Visn 6)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15723,"Charleston, SC","Executive Director, Medical Center (Visn 7)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15724,"Tuscaloosa, AL","Executive Director, Medical Center (Visn 7)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15725,"Dublin, GA","Executive Director, Medical Center (Visn 7)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15726,"Atlanta, GA","Executive Director, Medical Center (Visn 7)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15727,"Augusta, GA","Executive Director, Medical Center (Visn 7)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15728,"Birmingham, AL","Executive Director, Medical Center (Visn 7)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15729,"Tuskegee, AL","Executive Director, Medical Center (Visn 7)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15730,"Columbia, SC","Executive Director, Medical Center (Visn 7)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15731,"Orlando, FL","Executive Director, Medical Center (Visn 8)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15732,"West Palm Beach, FL","Executive Director, Medical Center (Visn 8)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15733,"Tampa, FL","Executive Director, Medical Center (Visn 8)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15734,"San Juan, Puerto Rico","Executive Director, Medical Center (Visn 8)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15735,"Bay Pines, FL","Executive Director, Medical Center (Visn 8)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15736,"Gainesville, FL","Executive Director, Medical Center (Visn 8)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15737,"Miami, FL","Executive Director, Medical Center (Visn 8)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15738,"Nashville, TN","Executive Director, Medical Center (Visn 9)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15739,"Johnson City, TN","Executive Director, Medical Center (Visn 9)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15740,"Lexington, KY","Executive Director, Medical Center (Visn 9)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15741,"Memphis, TN","Executive Director, Medical Center (Visn 9)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15742,"Louisville, KY","Executive Director, Medical Center (Visn 9)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15743,"Ann Arbor, MI","Executive Director, Medical Center (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15744,"Columbus, OH","Executive Director, Medical Center (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15745,"Chillicothe, OH","Executive Director, Medical Center (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15746,"Indianapolis, IN","Executive Director, Medical Center (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15747,"Fort Wayne, IN","Executive Director, Medical Center (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15748,"Battle Creek, MI","Executive Director, Medical Center (Visn 10)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15749,"Cincinnati, OH","Executive Director, Medical Center (Visn 10)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15750,"Dayton, OH","Executive Director, Medical Center (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15751,"Cleveland, OH","Executive Director, Medical Center (Visn 10)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15752,"North Chicago, IL","Executive Director, Medical Center (Visn 12)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15753,"Chicago, IL","Executive Director, Medical Center (Visn 12)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15754,"Milwaukee, WI","Executive Director, Medical Center (Visn 12)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15755,"Chicago, IL","Executive Director, Medical Center (Visn 12)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15756,"Madison, WI","Executive Director, Medical Center (Visn 12)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15757,"Iron Mountain, MI","Executive Director, Medical Center (Visn 12)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15758,"Hines, IL","Executive Director, Medical Center (Visn 12)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15759,"Tomah, WI","Executive Director, Medical Center (Visn 12)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15760,"Kansas City, MO","Executive Director, Medical Center (Visn 15)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15761,"Columbia, MO","Executive Director, Medical Center (Visn 15)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15762,"Topeka, KS","Executive Director, Medical Center (Visn 15)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15763,"St. Louis, MO","Executive Director, Medical Center (Visn 15)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15764,"Poplar Bluff, MO","Executive Director, Medical Center (Visn 15)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15765,"Wichita, KS","Executive Director, Medical Center (Visn 15)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15766,"Marion, IL","Executive Director, Medical Center (Visn 15)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15767,"Jackson, MS","Executive Director, Medical Center (Visn 16)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15768,"New Orleans, LA","Executive Director, Medical Center (Visn 16)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15769,"Alexandria, LA","Executive Director, Medical Center (Visn 16)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15770,"Houston, TX","Executive Director, Medical Center (Visn 16)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15771,"Biloxi, MS","Executive Director, Medical Center (Visn 16)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15772,"Fayetteville, AR","Executive Director, Medical Center (Visn 16)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15773,"Minneapolis, MN","Executive Director, Medical Center, Visn 23",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15774,"Big Spring, TX","Executive Director, Medical Center (Visn 17)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15775,"El Paso, TX","Executive Director, Medical Center (Visn 17)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15776,"Harlingen, TX","Executive Director, Medical Center (Visn 17)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15777,"Amarillo, TX","Executive Director, Medical Center (Visn 17)",Rodney Gonzalez,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15778,"San Antonio, TX","Executive Director, Medical Center (Visn 17)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15779,"Temple, TX","Executive Director, Medical Center (Visn 17)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15780,"Denver, CO","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15781,"Salt Lake City, UT","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15782,"Sheridan, WY","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15783,"Muskogee, OK","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15784,"Fort Harrison, MT","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15785,"Cheyenne, WY","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15786,"Grand Junction, CO","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15787,"Oklahoma City, OK","Executive Director, Medical Center (Visn 19)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15788,"Boise, ID","Executive Director, Medical Center (Visn 20)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15789,"Walla Walla, WA","Executive Director, Medical Center (Visn 20)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15790,"Portland, OR","Executive Director, Medical Center (Visn 20)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15791,"Seattle, WA","Executive Director, Medical Center (Visn 20)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15792,"White City, OR","Executive Director, Medical Center (Visn 20)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15793,"Roseburg, OR","Executive Director, Medical Center (Visn 20)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15794,"Fresno, CA","Executive Director, Medical Center (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15795,"Martinez, CA","Executive Director, Medical Center (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15796,"San Francisco, CA","Executive Director, Medical Center (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15797,"Palo Alto, CA","Executive Director, Medical Center (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15798,"Reno, NV","Executive Director, Medical Center (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15799,"Honolulu, HI","Executive Director, Medical Center (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15800,"Las Vegas, NV","Executive Director, Medical Center (Visn 21)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15801,"Albuquerque, NM","Executive Director, Medical Center (Visn 22)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15802,"Los Angeles, CA","Executive Director, Medical Center (Visn 22)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15803,"Loma Linda, CA","Executive Director, Medical Center (Visn 22)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15804,"Prescott, AZ","Executive Director, Medical Center (Visn 22)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15805,"Phoenix, AZ","Executive Director, Medical Center (Visn 22)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15806,"Long Beach, CA","Executive Director, Medical Center (Visn 22)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15807,"Tucson, AZ","Executive Director, Medical Center (Visn 22)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15808,"Des Moines, IA","Executive Director, Medical Center (Visn 23)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15809,"St. Cloud, MN","Executive Director, Medical Center (Visn 23)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15810,"Fort Meade, SD","Executive Director, Medical Center (Visn 23)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15811,"Iowa City, IA","Executive Director, Medical Center (Visn 23)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15812,"Omaha, NE","Executive Director, Medical Center (Visn 23)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15813,"Sioux Falls, SD","Executive Director, Medical Center (Visn 23)",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15814,"Washington, DC","Executive Director, Medical Center (Advisory)",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF VETERANS AFFAIRS,,,15815,"Saginaw, MI","Executive Director , Medical Center (Visn 10)",Barbara Bates,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15816,"Shreveport, LA","Executive Director, Medical Center (Visn 16)",Richard Crockett,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15817,"Spokane, WA","Executive Director, Medical Center (Visn 20)",Robert Fischer,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15818,"Baltimore, MD","Executive Director, Medical Center (Visn 5)",Adam M Robinson M.D.,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15819,"Indianapolis, IN","Executive Director, Medical Center (Visn 10)",James Brian Hancock,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15820,"Jackson, MS","Executive Director, Medical Center (Visn 16)",David Walker,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15821,"Little Rock, AR","Executive Director, Medical Center (Visn 16)",Margie A Scott,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15822,"Clarksburg, WV","Executive Director, Medical Center (Visn 5)",Glenn R Snider Jr.,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15823,"Dallas, TX","Executive Director, Medical Center (Visn 17)",Stephen R Holt,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15824,"Hines, IL","Executive Director, Medical Center (Visn 12)",Vacant,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS,,,15825,"Los Angeles, CA","Executive Director, Medical Center (Visn 21)",Steven Braverman,XS,Appointment Excepted by Statute,OT,Other Pay Plan* (all those not listed separately),,,
DEPARTMENT OF VETERANS AFFAIRS OFFICE OF THE INSPECTOR GENERAL,IMMEDIATE OFFICE OF THE INSPECTOR GENERAL,1,15826,"Washington, DC",Inspector General,Michael Joseph Missal,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0100,"Washington, DC",Chairman,Aimee Jorjani,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,4 Years,
ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,0101,"West Palm Beach, FL",Vice Chairman,Rick Gonzalez,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
